SOR OMEGA test
Array size = 64 x 64
1.70, 472, 511, 398, 270, 504, 480, 507, 489, 375, 383
1.71, 505, 395, 516, 432, 401, 437, 377, 496, 334, 499
1.73, 438, 479, 375, 461, 429, 478, 352, 296, 462, 446
1.74, 413, 386, 193, 262, 400, 283, 393, 403, 423, 195
1.76, 362, 315, 392, 368, 366, 329, 373, 350, 339, 383
1.77, 346, 358, 161, 349, 375, 343, 355, 269, 305, 254
1.79, 312, 309, 310, 302, 371, 378, 325, 277, 328, 353
1.80, 289, 301, 348, 290, 314, 328, 233, 306, 273, 243
1.82, 319, 305, 259, 268, 277, 300, 287, 311, 170, 240
1.83, 257, 226, 269, 265, 271, 273, 284, 257, 269, 173
1.85, 179, 260, 265, 193, 252, 244, 211, 244, 218, 223
1.86, 226, 222, 213, 210, 202, 204, 209, 222, 238, 200
1.88, 166, 199, 178, 183, 188, 148, 195, 194, 173, 201
1.89, 155, 158, 155, 162, 154, 164, 152, 163, 165, 153
1.91, 174, 174, 173, 175, 173, 174, 174, 175, 173, 174
1.92, 206, 207, 206, 206, 206, 206, 206, 206, 206, 206
1.94, 253, 252, 252, 253, 252, 251, 253, 252, 251, 252
1.95, 330, 329, 329, 330, 329, 331, 329, 330, 330, 329
1.97, 489, 489, 488, 487, 488, 488, 488, 489, 489, 487
1.98, 971, 974, 970, 971, 970, 970, 972, 969, 969, 970

OMEGA, average iterations
0.5000 5891.8
0.5150 5368.5
0.5300 4822.3
0.5450 5562.6
0.5600 5373.3
0.5750 4532.5
0.5900 4467.7
0.6050 4491.6
0.6200 4632.3
0.6350 4650.6
0.6500 4582.0
0.6650 3921.1
0.6800 3963.9
0.6950 4038.4
0.7100 3886.9
0.7250 3379.2
0.7400 3425.7
0.7550 2940.9
0.7700 3372.1
0.7850 3353.1
0.8000 3330.4
0.8150 2611.7
0.8300 2831.0
0.8450 2708.1
0.8600 2767.5
0.8750 2537.9
0.8900 2365.3
0.9050 2342.7
0.9200 2247.5
0.9350 2391.0
0.9500 2206.0
0.9650 2274.2
0.9800 2170.2
0.9950 1986.6
1.0100 2280.7
1.0250 1955.4
1.0400 1845.9
1.0550 1861.1
1.0700 1924.3
1.0850 1903.7
1.1000 1619.7
1.1150 1767.3
1.1300 1633.9
1.1450 1537.8
1.1600 1533.0
1.1750 1444.0
1.1900 1398.5
1.2050 1367.0
1.2200 1365.0
1.2350 1410.4
1.2500 1332.8
1.2650 1464.9
1.2800 1218.3
1.2950 1103.2
1.3100 1198.7
1.3250 1098.5
1.3400 1112.7
1.3550 1095.0
1.3700 940.7
1.3850 1047.8
1.4000 951.6
1.4150 943.6
1.4300 832.1
1.4450 856.1
1.4600 885.8
1.4750 833.6
1.4900 820.6
1.5050 790.6
1.5200 790.2
1.5350 775.5
1.5500 669.4
1.5650 713.3
1.5800 563.6
1.5950 559.2
1.6100 661.4
1.6250 610.6
1.6400 547.7
1.6550 507.5
1.6700 496.7
1.6850 495.4
1.7000 438.9
1.7150 439.2
1.7300 421.6
1.7450 335.1
1.7600 357.7
1.7750 311.5
1.7900 326.5
1.8050 292.5
1.8200 273.6
1.8350 254.4
1.8500 228.9
1.8650 214.6
1.8800 182.5
1.8950 158.1
1.9100 173.9
1.9250 206.1
1.9400 252.1
1.9550 329.6
1.9700 488.2
1.9850 970.6
